"location","total_vaccinations","cum_total_vaccinations"
"Curacao","2021-06-04",5954766
"Curacao","2021-06-05",6111901
"Curacao","2021-06-06",6269457
"Curacao","2021-06-07",6427731
"Curacao","2021-06-08",6586708
"Curacao","2021-06-09",6746260
"Curacao","2021-06-10",6906286
"Curacao","2021-06-11",7066871
"Curacao","2021-06-12",7228014
"Curacao","2021-06-13",7389512
"Curacao","2021-06-14",7551536
"Curacao","2021-06-15",7713989
"Curacao","2021-06-16",7876822
"Curacao","2021-06-17",8040011
"Curacao","2021-06-18",8203704
"Curacao","2021-06-19",8367743
"Curacao","2021-06-20",8532140
"Curacao","2021-06-21",8696721
"Cyprus","2021-01-06",3901
"Cyprus","2021-01-10",9936
"Cyprus","2021-01-16",20162
"Cyprus","2021-01-23",37901
"Cyprus","2021-01-30",63420
"Cyprus","2021-02-06",96257
"Cyprus","2021-02-13",140686
"Cyprus","2021-02-20",197477
"Cyprus","2021-02-23",262039
"Cyprus","2021-02-26",338215
"Cyprus","2021-03-07",437490
"Cyprus","2021-03-20",566928
"Cyprus","2021-04-03",728454
"Cyprus","2021-04-07",903080
"Cyprus","2021-04-09",1086305
"Cyprus","2021-04-16",1288746
"Cyprus","2021-04-19",1503421
"Cyprus","2021-04-20",1723075
"Cyprus","2021-04-21",1947427
"Cyprus","2021-04-23",2183692
"Cyprus","2021-05-01",2471508
"Cyprus","2021-05-06",2803931
"Cyprus","2021-05-10",3175361
"Cyprus","2021-05-11",3560000
"Cyprus","2021-05-12",3960004
"Cyprus","2021-05-14",4384493
"Cyprus","2021-05-16",4819043
"Cyprus","2021-05-17",5267777
"Cyprus","2021-05-18",5729678
"Cyprus","2021-05-19",6205698
"Cyprus","2021-05-21",6709706
"Cyprus","2021-05-23",7231850
"Cyprus","2021-05-24",7765132
"Cyprus","2021-05-26",8325796
"Cyprus","2021-05-27",8898222
"Cyprus","2021-05-30",9494128
"Cyprus","2021-06-01",10109392
"Cyprus","2021-06-02",10731697
"Cyprus","2021-06-03",11364134
"Cyprus","2021-06-06",12013139
"Cyprus","2021-06-07",12668035
"Cyprus","2021-06-08",13330098
"Cyprus","2021-06-09",14003199
"Cyprus","2021-06-10",14684418
"Cyprus","2021-06-11",15374194
"Cyprus","2021-06-12",16075564
"Cyprus","2021-06-15",16794339
"Cyprus","2021-06-16",17522797
"Cyprus","2021-06-17",18262162
"Cyprus","2021-06-19",19015268
"Czechia","2020-12-27",1254
"Czechia","2020-12-28",4799
"Czechia","2020-12-29",11795
"Czechia","2020-12-30",22267
"Czechia","2020-12-31",34045
"Czechia","2021-01-01",46084
"Czechia","2021-01-02",59389
"Czechia","2021-01-03",73608
"Czechia","2021-01-04",91403
"Czechia","2021-01-05",113690
"Czechia","2021-01-06",141800
"Czechia","2021-01-07",177856
"Czechia","2021-01-08",223857
"Czechia","2021-01-09",271871
"Czechia","2021-01-10",321637
"Czechia","2021-01-11",381208
"Czechia","2021-01-12",454151
"Czechia","2021-01-13",540569
"Czechia","2021-01-14",642150
"Czechia","2021-01-15",757672
"Czechia","2021-01-16",876570
"Czechia","2021-01-17",998698
"Czechia","2021-01-18",1135091
"Czechia","2021-01-19",1286692
"Czechia","2021-01-20",1454535
"Czechia","2021-01-21",1639666
"Czechia","2021-01-22",1840633
"Czechia","2021-01-23",2045759
"Czechia","2021-01-24",2253994
"Czechia","2021-01-25",2474782
"Czechia","2021-01-26",2710025
"Czechia","2021-01-27",2958760
"Czechia","2021-01-28",3220625
"Czechia","2021-01-29",3496494
"Czechia","2021-01-30",3774167
"Czechia","2021-01-31",4053716
"Czechia","2021-02-01",4345104
"Czechia","2021-02-02",4650788
"Czechia","2021-02-03",4971813
"Czechia","2021-02-04",5310636
"Czechia","2021-02-05",5665522
"Czechia","2021-02-06",6023582
"Czechia","2021-02-07",6384964
"Czechia","2021-02-08",6761725
"Czechia","2021-02-09",7155448
"Czechia","2021-02-10",7567814
"Czechia","2021-02-11",8002582
"Czechia","2021-02-12",8458711
"Czechia","2021-02-13",8919393
"Czechia","2021-02-14",9382435
"Czechia","2021-02-15",9861152
"Czechia","2021-02-16",10357565
"Czechia","2021-02-17",10871890
"Czechia","2021-02-18",11406476
"Czechia","2021-02-19",11960159
"Czechia","2021-02-20",12516971
"Czechia","2021-02-21",13075819
"Czechia","2021-02-22",13650745
"Czechia","2021-02-23",14245476
"Czechia","2021-02-24",14860018
"Czechia","2021-02-25",15498009
"Czechia","2021-02-26",16157420
"Czechia","2021-02-27",16820371
"Czechia","2021-02-28",17486200
"Czechia","2021-03-01",18174854
"Czechia","2021-03-02",18894123
"Czechia","2021-03-03",19648581
"Czechia","2021-03-04",20440774
"Czechia","2021-03-05",21267009
"Czechia","2021-03-06",22106159
"Czechia","2021-03-07",22957495
"Czechia","2021-03-08",23843214
"Czechia","2021-03-09",24771413
"Czechia","2021-03-10",25747594
"Czechia","2021-03-11",26776704
"Czechia","2021-03-12",27852821
"Czechia","2021-03-13",28947226
"Czechia","2021-03-14",30054815
"Czechia","2021-03-15",31199387
"Czechia","2021-03-16",32393177
"Czechia","2021-03-17",33634750
"Czechia","2021-03-18",34926458
"Czechia","2021-03-19",36265937
"Czechia","2021-03-20",37622440
"Czechia","2021-03-21",38987838
"Czechia","2021-03-22",40389830
"Czechia","2021-03-23",41831424
"Czechia","2021-03-24",43315354
"Czechia","2021-03-25",44843223
"Czechia","2021-03-26",46413185
"Czechia","2021-03-27",47996339
"Czechia","2021-03-28",49589122
"Czechia","2021-03-29",51221311
"Czechia","2021-03-30",52900058
"Czechia","2021-03-31",54628655
"Czechia","2021-04-01",56414496
"Czechia","2021-04-02",58219864
"Czechia","2021-04-03",60039665
"Czechia","2021-04-04",61870681
"Czechia","2021-04-05",63711153
"Czechia","2021-04-06",65596765
"Czechia","2021-04-07",67527627
"Czechia","2021-04-08",69527505
"Czechia","2021-04-09",71596232
"Czechia","2021-04-10",73695436
"Czechia","2021-04-11",75814319
"Czechia","2021-04-12",77995759
"Czechia","2021-04-13",80238848
"Czechia","2021-04-14",82547671
"Czechia","2021-04-15",84929554
"Czechia","2021-04-16",87381300
"Czechia","2021-04-17",89858575
"Czechia","2021-04-18",92353699
"Czechia","2021-04-19",94907767
"Czechia","2021-04-20",97519466
"Czechia","2021-04-21",100192827
"Czechia","2021-04-22",102937622
"Czechia","2021-04-23",105743898
"Czechia","2021-04-24",108573085
"Czechia","2021-04-25",111420833
"Czechia","2021-04-26",114324830
"Czechia","2021-04-27",117288769
"Czechia","2021-04-28",120323670
"Czechia","2021-04-29",123437954
"Czechia","2021-04-30",126622583
"Czechia","2021-05-01",129829722
"Czechia","2021-05-02",133057900
"Czechia","2021-05-03",136356953
"Czechia","2021-05-04",139728853
"Czechia","2021-05-05",143180974
"Czechia","2021-05-06",146721729
"Czechia","2021-05-07",150347452
"Czechia","2021-05-08",154004038
"Czechia","2021-05-09",157685894
"Czechia","2021-05-10",161445569
"Czechia","2021-05-11",165287682
"Czechia","2021-05-12",169216388
"Czechia","2021-05-13",173235985
"Czechia","2021-05-14",177340868
"Czechia","2021-05-15",181479450
"Czechia","2021-05-16",185644772
"Czechia","2021-05-17",189887848
"Czechia","2021-05-18",194214224
"Czechia","2021-05-19",198631148
"Czechia","2021-05-20",203148089
"Czechia","2021-05-21",207759374
"Czechia","2021-05-22",212413529
"Czechia","2021-05-23",217098760
"Czechia","2021-05-24",221862831
"Czechia","2021-05-25",226711994
"Czechia","2021-05-26",231663770
"Czechia","2021-05-27",236721380
"Czechia","2021-05-28",241884303
"Czechia","2021-05-29",247092985
"Czechia","2021-05-30",252338158
"Czechia","2021-05-31",257683741
"Czechia","2021-06-01",263133299
"Czechia","2021-06-02",268696464
"Czechia","2021-06-03",274374405
"Czechia","2021-06-04",280168594
"Czechia","2021-06-05",286015122
"Czechia","2021-06-06",291903317
"Czechia","2021-06-07",297906627
"Czechia","2021-06-08",304024901
"Czechia","2021-06-09",310260978
"Czechia","2021-06-10",316616123
"Czechia","2021-06-11",323088284
"Czechia","2021-06-12",329612634
"Czechia","2021-06-13",336178887
"Czechia","2021-06-14",342859027
"Czechia","2021-06-15",349652742
"Czechia","2021-06-16",356563528
"Czechia","2021-06-17",363592792
"Czechia","2021-06-18",370739990
"Czechia","2021-06-19",377937636
"Czechia","2021-06-20",385175848
"Czechia","2021-06-21",392519741
"Democratic Republic of Congo","2021-04-25",1700
"Democratic Republic of Congo","2021-05-12",10146
"Democratic Republic of Congo","2021-05-18",21301
"Democratic Republic of Congo","2021-05-21",36737
"Democratic Republic of Congo","2021-05-24",54941
"Democratic Republic of Congo","2021-05-26",74538
"Democratic Republic of Congo","2021-05-31",97735
"Democratic Republic of Congo","2021-06-08",128306
"Democratic Republic of Congo","2021-06-10",160177
"Democratic Republic of Congo","2021-06-14",197116
"Democratic Republic of Congo","2021-06-20",240067
"Denmark","2020-12-17",1
"Denmark","2020-12-18",3
"Denmark","2020-12-19",6
"Denmark","2020-12-21",10
"Denmark","2020-12-22",15
"Denmark","2020-12-23",23
"Denmark","2020-12-24",32
"Denmark","2020-12-26",42
"Denmark","2020-12-27",6319
"Denmark","2020-12-28",14597
"Denmark","2020-12-29",31581
"Denmark","2020-12-30",59699
"Denmark","2020-12-31",93765
"Denmark","2021-01-01",130101
"Denmark","2021-01-02",174983
"Denmark","2021-01-03",225616
"Denmark","2021-01-04",278646
"Denmark","2021-01-05",344770
"Denmark","2021-01-06",429998
"Denmark","2021-01-07",532169
"Denmark","2021-01-08",642534
"Denmark","2021-01-09",754777
"Denmark","2021-01-10",867837
"Denmark","2021-01-11",981556
"Denmark","2021-01-12",1095734
"Denmark","2021-01-13",1222456
"Denmark","2021-01-14",1366770
"Denmark","2021-01-15",1525995
"Denmark","2021-01-16",1689742
"Denmark","2021-01-17",1856611
"Denmark","2021-01-18",2029341
"Denmark","2021-01-19",2206527
"Denmark","2021-01-20",2387023
"Denmark","2021-01-21",2571302
"Denmark","2021-01-22",2761834
"Denmark","2021-01-23",2960078
"Denmark","2021-01-24",3165283
"Denmark","2021-01-25",3373202
"Denmark","2021-01-26",3583036
"Denmark","2021-01-27",3797367
"Denmark","2021-01-28",4019979
"Denmark","2021-01-29",4261730
"Denmark","2021-01-30",4517337
"Denmark","2021-01-31",4786134
"Denmark","2021-02-01",5063471
"Denmark","2021-02-02",5345781
"Denmark","2021-02-03",5635731
"Denmark","2021-02-04",5937911
"Denmark","2021-02-05",6254939
"Denmark","2021-02-06",6579678
"Denmark","2021-02-07",6909899
"Denmark","2021-02-08",7249608
"Denmark","2021-02-09",7597670
"Denmark","2021-02-10",7952868
"Denmark","2021-02-11",8316190
"Denmark","2021-02-12",8699180
"Denmark","2021-02-13",9089659
"Denmark","2021-02-14",9486959
"Denmark","2021-02-15",9901118
"Denmark","2021-02-16",10329769
"Denmark","2021-02-17",10769247
"Denmark","2021-02-18",11220470
"Denmark","2021-02-19",11686484
"Denmark","2021-02-20",12163504
"Denmark","2021-02-21",12651607
"Denmark","2021-02-22",13154268
"Denmark","2021-02-23",13673199
"Denmark","2021-02-24",14207738
"Denmark","2021-02-25",14757406
"Denmark","2021-02-26",15344021
"Denmark","2021-02-27",15938714
"Denmark","2021-02-28",16545737
"Denmark","2021-03-01",17173504
"Denmark","2021-03-02",17819247
"Denmark","2021-03-03",18478988
"Denmark","2021-03-04",19157961
"Denmark","2021-03-05",19859217
"Denmark","2021-03-06",20579047
"Denmark","2021-03-07",21315216
"Denmark","2021-03-08",22067422
"Denmark","2021-03-09",22837748
"Denmark","2021-03-10",23627367
"Denmark","2021-03-11",24429560
"Denmark","2021-03-12",25245714
"Denmark","2021-03-13",26072308
"Denmark","2021-03-14",26909513
"Denmark","2021-03-15",27759430
"Denmark","2021-03-16",28625641
"Denmark","2021-03-17",29511796
"Denmark","2021-03-18",30419886
"Denmark","2021-03-19",31347602
"Denmark","2021-03-20",32283119
"Denmark","2021-03-21",33228287
"Denmark","2021-03-22",34185349
"Denmark","2021-03-23",35156148
"Denmark","2021-03-24",36150335
"Denmark","2021-03-25",37160728
"Denmark","2021-03-26",38185175
"Denmark","2021-03-27",39222743
"Denmark","2021-03-28",40273926
"Denmark","2021-03-29",41349360
"Denmark","2021-03-30",42452555
"Denmark","2021-03-31",43578694
"Denmark","2021-04-01",44716008
"Denmark","2021-04-02",45865255
"Denmark","2021-04-03",47028827
"Denmark","2021-04-04",48205884
"Denmark","2021-04-05",49396605
"Denmark","2021-04-06",50609499
"Denmark","2021-04-07",51847362
"Denmark","2021-04-08",53107615
"Denmark","2021-04-09",54393103
"Denmark","2021-04-10",55700841
"Denmark","2021-04-11",57027419
"Denmark","2021-04-12",58459716
"Denmark","2021-04-13",59916829
"Denmark","2021-04-14",61396606
"Denmark","2021-04-15",62900854
"Denmark","2021-04-16",64430765
"Denmark","2021-04-17",65982252
"Denmark","2021-04-18",67553398
"Denmark","2021-04-19",69163819
"Denmark","2021-04-20",70813337
"Denmark","2021-04-21",72498192
"Denmark","2021-04-22",74216696
"Denmark","2021-04-23",75968640
"Denmark","2021-04-24",77743125
"Denmark","2021-04-25",79538119
"Denmark","2021-04-26",81372516
"Denmark","2021-04-27",83254463
"Denmark","2021-04-28",85181206
"Denmark","2021-04-29",87151871
"Denmark","2021-04-30",89139926
"Denmark","2021-05-01",91141413
"Denmark","2021-05-02",93173377
"Denmark","2021-05-03",95271595
"Denmark","2021-05-04",97422290
"Denmark","2021-05-05",99629106
"Denmark","2021-05-06",101883046
"Denmark","2021-05-07",104178117
"Denmark","2021-05-08",106513509
"Denmark","2021-05-09",108881526
"Denmark","2021-05-10",111312294
"Denmark","2021-05-11",113799056
"Denmark","2021-05-12",116338994
"Denmark","2021-05-13",118918310
"Denmark","2021-05-14",121548969
"Denmark","2021-05-15",124214495
"Denmark","2021-05-16",126914082
"Denmark","2021-05-17",129674867
"Denmark","2021-05-18",132496012
"Denmark","2021-05-19",135371550
"Denmark","2021-05-20",138301871
"Denmark","2021-05-21",141286729
"Denmark","2021-05-22",144309401
"Denmark","2021-05-23",147360825
"Denmark","2021-05-24",150445363
"Denmark","2021-05-25",153586235
"Denmark","2021-05-26",156786656
"Djibouti","2021-04-17",10246
"Djibouti","2021-04-28",23288
"Djibouti","2021-05-24",38231
"Djibouti","2021-06-01",59588
"Dominica","2021-02-23",2465
"Dominica","2021-02-25",7276
"Dominica","2021-02-26",13200
"Dominica","2021-03-01",20402
"Dominica","2021-03-02",28640
"Dominica","2021-03-03",38104
"Dominica","2021-03-04",48580
"Dominica","2021-03-05",59948
"Dominica","2021-03-08",72223
"Dominica","2021-03-10",85358
"Dominica","2021-03-11",98923
"Dominica","2021-03-22",114227
"Dominica","2021-03-25",130285
"Dominica","2021-03-31",147959
"Dominica","2021-04-01",166071
"Dominica","2021-04-12",184494
"Dominica","2021-04-20",205215
"Dominica","2021-04-22",228270
"Dominica","2021-04-28",256091
"Dominica","2021-05-07",288099
"Dominica","2021-05-12",321136
"Dominica","2021-05-17",355085
"Dominica","2021-05-18",389304
"Dominica","2021-05-26",425753
"Dominica","2021-05-28",462687
"Dominica","2021-05-31",499767
"Dominica","2021-06-02",536893
"Dominica","2021-06-05",574293
"Dominica","2021-06-09",611971
"Dominica","2021-06-14",649949
"Dominican Republic","2021-02-16",385
"Dominican Republic","2021-02-17",1764
"Dominican Republic","2021-02-18",7092
"Dominican Republic","2021-02-19",17292
"Dominican Republic","2021-02-20",30379
"Dominican Republic","2021-02-21",44643
"Dominican Republic","2021-02-24",71043
"Dominican Republic","2021-03-01",131043
"Dominican Republic","2021-03-02",236043
"Dominican Republic","2021-03-03",397870
"Dominican Republic","2021-03-04",625589
"Dominican Republic","2021-03-05",929079
"Dominican Republic","2021-03-06",1304344
"Dominican Republic","2021-03-08",1704385
"Dominican Republic","2021-03-09",2184622
"Dominican Republic","2021-03-10",2731713
"Dominican Republic","2021-03-11",3337719
"Dominican Republic","2021-03-15",4012719
"Dominican Republic","2021-03-23",4812719
"Dominican Republic","2021-03-30",5723588
"Dominican Republic","2021-04-14",7233486
"Dominican Republic","2021-04-25",8981364
"Dominican Republic","2021-04-26",10778710
"Dominican Republic","2021-04-27",12625971
"Dominican Republic","2021-04-28",14519807
"Dominican Republic","2021-04-29",16455307
"Dominican Republic","2021-04-30",18425325
"Dominican Republic","2021-05-01",20407510
"Dominican Republic","2021-05-02",22396894
"Dominican Republic","2021-05-03",24449556
"Dominican Republic","2021-05-04",26573259
"Dominican Republic","2021-05-05",28770412
"Dominican Republic","2021-05-06",31034793
"Dominican Republic","2021-05-07",33359901
"Dominican Republic","2021-05-08",35705429
"Dominican Republic","2021-05-09",38059710
"Dominican Republic","2021-05-10",40543339
"Dominican Republic","2021-05-11",43183748
"Dominican Republic","2021-05-12",45985104
"Dominican Republic","2021-05-13",48926134
"Dominican Republic","2021-05-14",51997621
"Dominican Republic","2021-05-15",55102726
"Dominican Republic","2021-05-16",58222546
"Dominican Republic","2021-05-18",61593272
"Dominican Republic","2021-05-19",65081403
"Dominican Republic","2021-05-20",68675049
"Dominican Republic","2021-05-21",72369378
"Dominican Republic","2021-05-22",76094755
"Dominican Republic","2021-05-23",79833765
"Dominican Republic","2021-05-24",83679531
"Dominican Republic","2021-05-25",87627546
"Dominican Republic","2021-05-26",91668858
"Dominican Republic","2021-05-27",95790442
"Dominican Republic","2021-05-28",99979425
"Dominican Republic","2021-05-29",104189640
"Dominican Republic","2021-05-30",108403803
"Dominican Republic","2021-05-31",112715177
"Dominican Republic","2021-06-01",117171693
"Dominican Republic","2021-06-02",121797080
"Dominican Republic","2021-06-03",126558609
"Dominican Republic","2021-06-04",131548416
"Dominican Republic","2021-06-05",136663786
"Dominican Republic","2021-06-06",141860985
"Dominican Republic","2021-06-07",147278054
"Dominican Republic","2021-06-08",152934602
"Dominican Republic","2021-06-09",158835202
"Dominican Republic","2021-06-10",164886185
"Dominican Republic","2021-06-11",171059996
"Dominican Republic","2021-06-12",177279863
"Dominican Republic","2021-06-13",183531204
"Dominican Republic","2021-06-14",189901773
"Dominican Republic","2021-06-15",196374877
"Dominican Republic","2021-06-16",202928587
"Dominican Republic","2021-06-17",209603938
"Dominican Republic","2021-06-18",216439012
"Dominican Republic","2021-06-19",223382678
"Dominican Republic","2021-06-20",230395123
"Dominican Republic","2021-06-21",237567601
"Ecuador","2021-01-22",108
"Ecuador","2021-01-27",3090
"Ecuador","2021-02-04",9318
"Ecuador","2021-02-17",17508
"Ecuador","2021-02-24",42000
"Ecuador","2021-03-01",84114
"Ecuador","2021-03-04",143430
"Ecuador","2021-03-05",214578
"Ecuador","2021-03-08",289050
"Ecuador","2021-03-09",364308
"Ecuador","2021-03-11",460223
"Ecuador","2021-03-12",583399
"Ecuador","2021-03-13",722758
"Ecuador","2021-03-15",863949
"Ecuador","2021-03-21",1042919
"Ecuador","2021-03-23",1225180
"Ecuador","2021-03-24",1416359
"Ecuador","2021-03-26",1647129
"Ecuador","2021-03-27",1882129
"Ecuador","2021-03-29",2126995
"Ecuador","2021-04-01",2410101
"Ecuador","2021-04-04",2711170
"Ecuador","2021-04-05",3046263
"Ecuador","2021-04-06",3403046
"Ecuador","2021-04-08",3766301
"Ecuador","2021-04-14",4247263
"Ecuador","2021-04-15",4732395
"Ecuador","2021-04-16",5246546
"Ecuador","2021-04-17",5791678
"Ecuador","2021-04-18",6346047
"Ecuador","2021-04-19",6923758
"Ecuador","2021-04-20",7524987
"Ecuador","2021-04-21",8168689
"Ecuador","2021-04-22",8844199
"Ecuador","2021-04-23",9555403
"Ecuador","2021-04-24",10288120
"Ecuador","2021-04-25",11032057
"Ecuador","2021-04-26",11797546
