"location","total_vaccinations","cum_total_vaccinations"
"South Korea","2021-03-16",6317174
"South Korea","2021-03-17",6958505
"South Korea","2021-03-18",7617980
"South Korea","2021-03-19",8293406
"South Korea","2021-03-20",8970306
"South Korea","2021-03-21",9647506
"South Korea","2021-03-22",10328949
"South Korea","2021-03-23",11034059
"South Korea","2021-03-24",11769874
"South Korea","2021-03-25",12541158
"South Korea","2021-03-26",13338664
"South Korea","2021-03-27",14137754
"South Korea","2021-03-28",14936952
"South Korea","2021-03-29",15765551
"South Korea","2021-03-30",16625938
"South Korea","2021-03-31",17515484
"South Korea","2021-04-01",18449408
"South Korea","2021-04-02",19429344
"South Korea","2021-04-03",20418725
"South Korea","2021-04-04",21408819
"South Korea","2021-04-05",22436380
"South Korea","2021-04-06",23508860
"South Korea","2021-04-07",24627081
"South Korea","2021-04-08",25792883
"South Korea","2021-04-09",27000365
"South Korea","2021-04-10",28217825
"South Korea","2021-04-11",29435591
"South Korea","2021-04-12",30691490
"South Korea","2021-04-13",31991122
"South Korea","2021-04-14",33337600
"South Korea","2021-04-15",34777824
"South Korea","2021-04-16",36321370
"South Korea","2021-04-17",37894458
"South Korea","2021-04-18",39472433
"South Korea","2021-04-19",41172509
"South Korea","2021-04-20",43004513
"South Korea","2021-04-21",44968902
"South Korea","2021-04-22",47083602
"South Korea","2021-04-23",49377861
"South Korea","2021-04-24",51743038
"South Korea","2021-04-25",54114831
"South Korea","2021-04-26",56651309
"South Korea","2021-04-27",59386360
"South Korea","2021-04-28",62363875
"South Korea","2021-04-29",65618613
"South Korea","2021-04-30",69173015
"South Korea","2021-05-01",72804307
"South Korea","2021-05-02",76437660
"South Korea","2021-05-03",80171600
"South Korea","2021-05-04",83999806
"South Korea","2021-05-05",87883635
"South Korea","2021-05-06",91889441
"South Korea","2021-05-07",96026022
"South Korea","2021-05-08",100202243
"South Korea","2021-05-09",104383246
"South Korea","2021-05-10",108659825
"South Korea","2021-05-11",113023295
"South Korea","2021-05-12",117482025
"South Korea","2021-05-13",122027708
"South Korea","2021-05-14",126664349
"South Korea","2021-05-15",131333502
"South Korea","2021-05-16",136007653
"South Korea","2021-05-17",140793229
"South Korea","2021-05-18",145732568
"South Korea","2021-05-19",150766718
"South Korea","2021-05-20",156022159
"South Korea","2021-05-21",161517257
"South Korea","2021-05-22",167053354
"South Korea","2021-05-23",172592596
"South Korea","2021-05-24",178308049
"South Korea","2021-05-25",184196041
"South Korea","2021-05-26",190239704
"South Korea","2021-05-27",196997101
"South Korea","2021-05-28",204364784
"South Korea","2021-05-29",211907092
"South Korea","2021-05-30",219454331
"South Korea","2021-05-31",227417170
"South Korea","2021-06-01",235973692
"South Korea","2021-06-02",244936413
"South Korea","2021-06-03",254269713
"South Korea","2021-06-04",264002576
"South Korea","2021-06-05",273877244
"South Korea","2021-06-06",283755713
"South Korea","2021-06-07",294511365
"South Korea","2021-06-08",306038970
"South Korea","2021-06-09",318182618
"South Korea","2021-06-10",331384157
"South Korea","2021-06-11",345645275
"South Korea","2021-06-12",360439691
"South Korea","2021-06-13",375274101
"South Korea","2021-06-14",391102103
"South Korea","2021-06-16",407606472
"South Korea","2021-06-20",425553273
"South Korea","2021-06-21",443639475
"South Sudan","2021-04-15",947
"South Sudan","2021-05-12",6406
"South Sudan","2021-05-18",12809
"South Sudan","2021-05-21",20309
"South Sudan","2021-05-24",28285
"South Sudan","2021-05-26",36891
"South Sudan","2021-05-31",46635
"South Sudan","2021-06-08",58524
"South Sudan","2021-06-14",77387
"South Sudan","2021-06-20",106797
"Spain","2021-01-04",82834
"Spain","2021-01-05",222173
"Spain","2021-01-07",429496
"Spain","2021-01-08",707472
"Spain","2021-01-11",1113563
"Spain","2021-01-12",1601685
"Spain","2021-01-13",2183323
"Spain","2021-01-14",2859509
"Spain","2021-01-15",3628459
"Spain","2021-01-18",4526401
"Spain","2021-01-19",5492498
"Spain","2021-01-20",6518435
"Spain","2021-01-21",7621736
"Spain","2021-01-22",8787561
"Spain","2021-01-24",10025154
"Spain","2021-01-25",11316370
"Spain","2021-01-26",12672831
"Spain","2021-01-27",14068449
"Spain","2021-01-28",15542638
"Spain","2021-01-31",17151899
"Spain","2021-02-01",18824953
"Spain","2021-02-02",20589731
"Spain","2021-02-03",22455073
"Spain","2021-02-04",24443233
"Spain","2021-02-07",26548266
"Spain","2021-02-08",28715507
"Spain","2021-02-09",30948756
"Spain","2021-02-10",33269263
"Spain","2021-02-11",35692308
"Spain","2021-02-14",38253916
"Spain","2021-02-15",40878428
"Spain","2021-02-16",43568885
"Spain","2021-02-17",46351636
"Spain","2021-02-18",49287647
"Spain","2021-02-21",52377998
"Spain","2021-02-22",55543189
"Spain","2021-02-23",58827867
"Spain","2021-02-24",62264025
"Spain","2021-02-25",65869660
"Spain","2021-02-28",69699125
"Spain","2021-03-01",73607859
"Spain","2021-03-02",77667179
"Spain","2021-03-03",81896271
"Spain","2021-03-04",86367848
"Spain","2021-03-07",91080039
"Spain","2021-03-08",95928687
"Spain","2021-03-09",100918192
"Spain","2021-03-10",106090298
"Spain","2021-03-11",111443065
"Spain","2021-03-15",117087960
"Spain","2021-03-16",122830178
"Spain","2021-03-17",128687263
"Spain","2021-03-18",134680626
"Spain","2021-03-22",141002534
"Spain","2021-03-23",147411730
"Spain","2021-03-24",154031823
"Spain","2021-03-25",160871559
"Spain","2021-03-26",167938930
"Spain","2021-03-29",175510369
"Spain","2021-03-30",183246980
"Spain","2021-03-31",191282140
"Spain","2021-04-01",199624295
"Spain","2021-04-03",208172893
"Spain","2021-04-05",216916587
"Spain","2021-04-06",225937588
"Spain","2021-04-07",235295435
"Spain","2021-04-08",245106964
"Spain","2021-04-09",255338789
"Spain","2021-04-12",266123786
"Spain","2021-04-13",277197443
"Spain","2021-04-14",288633516
"Spain","2021-04-15",300518601
"Spain","2021-04-16",312849356
"Spain","2021-04-19",325702955
"Spain","2021-04-20",338743987
"Spain","2021-04-21",352241796
"Spain","2021-04-22",366151760
"Spain","2021-04-23",380418011
"Spain","2021-04-25",395133942
"Spain","2021-04-26",410128609
"Spain","2021-04-27",425506471
"Spain","2021-04-28",441366243
"Spain","2021-04-29",457730838
"Spain","2021-05-02",474909404
"Spain","2021-05-03",492340214
"Spain","2021-05-04",510256780
"Spain","2021-05-05",528746360
"Spain","2021-05-06",547794492
"Spain","2021-05-09",567625116
"Spain","2021-05-10",587787777
"Spain","2021-05-11",608411592
"Spain","2021-05-12",629483532
"Spain","2021-05-13",651167239
"Spain","2021-05-16",673480327
"Spain","2021-05-17",696067670
"Spain","2021-05-18",719041625
"Spain","2021-05-19",742544710
"Spain","2021-05-20",766507075
"Spain","2021-05-23",791041131
"Spain","2021-05-24",815917433
"Spain","2021-05-25",841198297
"Spain","2021-05-26",866943475
"Spain","2021-05-27",893077164
"Spain","2021-05-30",919904801
"Spain","2021-05-31",947024534
"Spain","2021-06-01",974631781
"Spain","2021-06-02",1002814126
"Spain","2021-06-03",1031566696
"Spain","2021-06-06",1061574502
"Spain","2021-06-07",1092047364
"Spain","2021-06-08",1123051424
"Spain","2021-06-09",1154679745
"Spain","2021-06-10",1186962298
"Spain","2021-06-13",1220205066
"Spain","2021-06-14",1253837656
"Spain","2021-06-15",1288062179
"Spain","2021-06-16",1322907525
"Spain","2021-06-17",1358319665
"Spain","2021-06-20",1394677410
"Sri Lanka","2021-01-29",5286
"Sri Lanka","2021-01-30",43111
"Sri Lanka","2021-01-31",102265
"Sri Lanka","2021-02-01",197815
"Sri Lanka","2021-02-02",316582
"Sri Lanka","2021-02-03",456496
"Sri Lanka","2021-02-04",602823
"Sri Lanka","2021-02-05",759133
"Sri Lanka","2021-02-06",919281
"Sri Lanka","2021-02-07",1081054
"Sri Lanka","2021-02-08",1248816
"Sri Lanka","2021-02-09",1423009
"Sri Lanka","2021-02-10",1599734
"Sri Lanka","2021-02-11",1777821
"Sri Lanka","2021-02-12",1957018
"Sri Lanka","2021-02-13",2143672
"Sri Lanka","2021-02-14",2333021
"Sri Lanka","2021-02-15",2525959
"Sri Lanka","2021-02-16",2722122
"Sri Lanka","2021-02-17",2932527
"Sri Lanka","2021-02-18",3165999
"Sri Lanka","2021-02-19",3429778
"Sri Lanka","2021-02-20",3732635
"Sri Lanka","2021-02-21",4071404
"Sri Lanka","2021-02-22",4425756
"Sri Lanka","2021-02-23",4792663
"Sri Lanka","2021-02-24",5186132
"Sri Lanka","2021-02-26",5592765
"Sri Lanka","2021-02-27",6034741
"Sri Lanka","2021-02-28",6501091
"Sri Lanka","2021-03-01",7010366
"Sri Lanka","2021-03-02",7564187
"Sri Lanka","2021-03-03",8164178
"Sri Lanka","2021-03-04",8815169
"Sri Lanka","2021-03-05",9514690
"Sri Lanka","2021-03-06",10238968
"Sri Lanka","2021-03-07",10968530
"Sri Lanka","2021-03-08",11705592
"Sri Lanka","2021-03-09",12449367
"Sri Lanka","2021-03-10",13201465
"Sri Lanka","2021-03-11",13961013
"Sri Lanka","2021-03-12",14721778
"Sri Lanka","2021-03-13",15492186
"Sri Lanka","2021-03-14",16265197
"Sri Lanka","2021-03-15",17049697
"Sri Lanka","2021-03-16",17846489
"Sri Lanka","2021-03-17",18652938
"Sri Lanka","2021-03-18",19468523
"Sri Lanka","2021-03-19",20293046
"Sri Lanka","2021-03-20",21122266
"Sri Lanka","2021-03-21",21952131
"Sri Lanka","2021-03-22",22790486
"Sri Lanka","2021-03-27",23674650
"Sri Lanka","2021-03-28",24568703
"Sri Lanka","2021-03-29",25463068
"Sri Lanka","2021-03-30",26366535
"Sri Lanka","2021-03-31",27279754
"Sri Lanka","2021-04-01",28199507
"Sri Lanka","2021-04-02",29123461
"Sri Lanka","2021-04-04",30047940
"Sri Lanka","2021-04-06",30972476
"Sri Lanka","2021-04-07",31897163
"Sri Lanka","2021-04-09",32822245
"Sri Lanka","2021-04-11",33747487
"Sri Lanka","2021-04-29",34681078
"Sri Lanka","2021-04-30",35634539
"Sri Lanka","2021-05-01",36625838
"Sri Lanka","2021-05-02",37642033
"Sri Lanka","2021-05-03",38667011
"Sri Lanka","2021-05-04",39715124
"Sri Lanka","2021-05-05",40784952
"Sri Lanka","2021-05-06",41873045
"Sri Lanka","2021-05-07",42978387
"Sri Lanka","2021-05-09",44104127
"Sri Lanka","2021-05-10",45234384
"Sri Lanka","2021-05-11",46397154
"Sri Lanka","2021-05-12",47617402
"Sri Lanka","2021-05-13",48927242
"Sri Lanka","2021-05-14",50311321
"Sri Lanka","2021-05-16",51853082
"Sri Lanka","2021-05-17",53423152
"Sri Lanka","2021-05-18",55068109
"Sri Lanka","2021-05-19",56751312
"Sri Lanka","2021-05-20",58458635
"Sri Lanka","2021-05-21",60185384
"Sri Lanka","2021-05-22",61934750
"Sri Lanka","2021-05-23",63700128
"Sri Lanka","2021-05-24",65473052
"Sri Lanka","2021-05-25",67255481
"Sri Lanka","2021-05-26",69041824
"Sri Lanka","2021-05-27",70832512
"Sri Lanka","2021-05-28",72665560
"Sri Lanka","2021-05-29",74516561
"Sri Lanka","2021-05-30",76389551
"Sri Lanka","2021-05-31",78346293
"Sri Lanka","2021-06-01",80387600
"Sri Lanka","2021-06-02",82505253
"Sri Lanka","2021-06-05",84777513
"Sri Lanka","2021-06-06",87074377
"Sri Lanka","2021-06-07",89375866
"Sri Lanka","2021-06-08",91709457
"Sri Lanka","2021-06-09",94086668
"Sri Lanka","2021-06-10",96537633
"Sri Lanka","2021-06-11",99082006
"Sri Lanka","2021-06-12",101714712
"Sri Lanka","2021-06-13",104484095
"Sri Lanka","2021-06-14",107314565
"Sri Lanka","2021-06-15",110244777
"Sri Lanka","2021-06-16",113272694
"Sri Lanka","2021-06-17",116355599
"Sri Lanka","2021-06-18",119495855
"Sri Lanka","2021-06-19",122713673
"Sri Lanka","2021-06-20",125975105
"Sri Lanka","2021-06-21",129277028
"Sudan","2021-04-05",43122
"Sudan","2021-04-06",106959
"Sudan","2021-04-10",206969
"Sudan","2021-04-23",347196
"Sudan","2021-05-30",705432
"Sudan","2021-06-02",1107546
"Sudan","2021-06-07",1572743
"Sudan","2021-06-08",2056263
"Sudan","2021-06-14",2596106
"Sudan","2021-06-20",3207030
"Suriname","2021-03-19",9196
"Suriname","2021-03-20",21075
"Suriname","2021-03-22",34824
"Suriname","2021-03-23",49540
"Suriname","2021-03-24",65538
"Suriname","2021-03-26",85521
"Suriname","2021-03-27",107898
"Suriname","2021-03-28",131202
"Suriname","2021-03-30",155730
"Suriname","2021-03-31",181787
"Suriname","2021-04-02",209547
"Suriname","2021-04-07",239584
"Suriname","2021-04-09",272198
"Suriname","2021-04-12",305236
"Suriname","2021-04-13",338876
"Suriname","2021-04-16",373506
"Suriname","2021-04-21",408930
"Suriname","2021-04-22",444707
"Suriname","2021-04-24",481210
"Suriname","2021-04-27",518368
"Suriname","2021-04-28",556719
"Suriname","2021-05-01",596672
"Suriname","2021-05-04",637959
"Suriname","2021-05-07",681847
"Suriname","2021-05-08",727267
"Suriname","2021-05-11",775452
"Suriname","2021-05-13",825354
"Suriname","2021-05-15",876927
"Suriname","2021-05-17",931089
"Suriname","2021-05-19",988451
"Suriname","2021-05-20",1053244
"Suriname","2021-05-21",1121545
"Suriname","2021-05-23",1195665
"Suriname","2021-05-25",1272127
"Suriname","2021-05-26",1350669
"Suriname","2021-05-28",1431385
"Suriname","2021-05-29",1514328
"Suriname","2021-06-01",1599502
"Suriname","2021-06-02",1687010
"Suriname","2021-06-03",1777062
"Suriname","2021-06-05",1873770
"Suriname","2021-06-06",1976382
"Suriname","2021-06-07",2084458
"Suriname","2021-06-08",2194851
"Suriname","2021-06-09",2307051
"Suriname","2021-06-12",2434129
"Suriname","2021-06-13",2570982
"Suriname","2021-06-14",2715397
"Suriname","2021-06-15",2861964
"Suriname","2021-06-16",3017633
"Suriname","2021-06-18",3183418
"Suriname","2021-06-20",3359112
"Suriname","2021-06-21",3536340
"Sweden","2020-12-27",2240
"Sweden","2021-01-03",17960
"Sweden","2021-01-10",68841
"Sweden","2021-01-17",197328
"Sweden","2021-01-24",438822
"Sweden","2021-01-31",769286
"Sweden","2021-02-07",1198905
"Sweden","2021-02-14",1743732
"Sweden","2021-02-21",2438905
"Sweden","2021-02-28",3286508
"Sweden","2021-03-07",4317495
"Sweden","2021-03-14",5566922
"Sweden","2021-03-21",6990885
"Sweden","2021-03-28",8612156
"Sweden","2021-04-04",10497086
"Sweden","2021-04-11",12722606
"Sweden","2021-04-18",15425342
"Sweden","2021-04-25",18567157
"Sweden","2021-05-02",22105222
"Sweden","2021-05-09",26096425
"Sweden","2021-05-16",30503571
"Sweden","2021-05-23",35353791
"Sweden","2021-05-30",40652934
"Sweden","2021-06-13",47119704
"Sweden","2021-06-16",53657053
"Sweden","2021-06-17",60328799
"Sweden","2021-06-18",67060151
"Switzerland","2021-01-24",196577
"Switzerland","2021-01-25",409673
"Switzerland","2021-01-26",645695
"Switzerland","2021-01-27",908732
"Switzerland","2021-01-28",1196709
"Switzerland","2021-01-29",1501852
"Switzerland","2021-01-30",1806995
"Switzerland","2021-01-31",2112943
"Switzerland","2021-02-01",2434359
"Switzerland","2021-02-02",2774562
"Switzerland","2021-02-03",3135563
"Switzerland","2021-02-04",3516037
"Switzerland","2021-02-05",3915137
"Switzerland","2021-02-06",4317441
"Switzerland","2021-02-07",4721567
"Switzerland","2021-02-08",5143782
"Switzerland","2021-02-09",5590134
"Switzerland","2021-02-10",6064591
"Switzerland","2021-02-11",6565150
"Switzerland","2021-02-12",7090534
"Switzerland","2021-02-13",7622444
"Switzerland","2021-02-14",8158526
"Switzerland","2021-02-15",8712559
"Switzerland","2021-02-16",9289773
"Switzerland","2021-02-17",9894927
"Switzerland","2021-02-18",10526685
"Switzerland","2021-02-19",11181269
"Switzerland","2021-02-20",11842732
"Switzerland","2021-02-21",12507974
"Switzerland","2021-02-22",13192231
"Switzerland","2021-02-23",13901267
"Switzerland","2021-02-24",14641755
"Switzerland","2021-02-25",15409351
"Switzerland","2021-02-26",16200208
"Switzerland","2021-02-27",16997281
"Switzerland","2021-02-28",17797607
"Switzerland","2021-03-01",18619337
"Switzerland","2021-03-02",19465548
"Switzerland","2021-03-03",20347350
"Switzerland","2021-03-04",21260351
"Switzerland","2021-03-05",22201011
"Switzerland","2021-03-06",23147461
"Switzerland","2021-03-07",24097630
"Switzerland","2021-03-08",25070271
"Switzerland","2021-03-09",26071426
"Switzerland","2021-03-10",27105425
"Switzerland","2021-03-11",28169288
"Switzerland","2021-03-12",29258588
"Switzerland","2021-03-13",30353512
"Switzerland","2021-03-14",31450918
"Switzerland","2021-03-15",32568848
"Switzerland","2021-03-16",33713718
"Switzerland","2021-03-17",34892361
"Switzerland","2021-03-18",36102726
"Switzerland","2021-03-19",37340267
"Switzerland","2021-03-20",38583848
"Switzerland","2021-03-21",39829174
"Switzerland","2021-03-22",41098646
"Switzerland","2021-03-23",42398276
"Switzerland","2021-03-24",43738162
"Switzerland","2021-03-25",45113180
"Switzerland","2021-03-26",46521090
"Switzerland","2021-03-27",47938212
"Switzerland","2021-03-28",49362713
"Switzerland","2021-03-29",50818727
"Switzerland","2021-03-30",52313257
"Switzerland","2021-03-31",53850879
"Switzerland","2021-04-01",55426877
"Switzerland","2021-04-02",57011883
"Switzerland","2021-04-03",58602975
"Switzerland","2021-04-04",60198197
"Switzerland","2021-04-05",61799200
"Switzerland","2021-04-06",63436655
"Switzerland","2021-04-07",65122161
"Switzerland","2021-04-08",66856341
"Switzerland","2021-04-09",68636071
"Switzerland","2021-04-10",70430192
"Switzerland","2021-04-11",72231917
"Switzerland","2021-04-12",74076512
"Switzerland","2021-04-13",75972286
"Switzerland","2021-04-14",77929006
"Switzerland","2021-04-15",79940167
"Switzerland","2021-04-16",82002904
"Switzerland","2021-04-17",84083565
"Switzerland","2021-04-18",86173716
"Switzerland","2021-04-19",88314112
"Switzerland","2021-04-20",90515731
"Switzerland","2021-04-21",92792557
"Switzerland","2021-04-22",95139101
"Switzerland","2021-04-23",97548319
"Switzerland","2021-04-24",99983698
"Switzerland","2021-04-25",102435515
"Switzerland","2021-04-26",104941769
"Switzerland","2021-04-27",107518025
"Switzerland","2021-04-28",110174674
"Switzerland","2021-04-29",112899808
"Switzerland","2021-04-30",115685470
"Switzerland","2021-05-01",118500723
"Switzerland","2021-05-02",121331677
"Switzerland","2021-05-03",124221062
"Switzerland","2021-05-04",127182053
"Switzerland","2021-05-05",130230015
"Switzerland","2021-05-06",133362757
"Switzerland","2021-05-07",136576130
"Switzerland","2021-05-08",139829199
"Switzerland","2021-05-09",143105473
"Switzerland","2021-05-10",146459279
"Switzerland","2021-05-11",149904057
"Switzerland","2021-05-12",153455252
"Switzerland","2021-05-13",157052284
"Switzerland","2021-05-14",160727112
"Switzerland","2021-05-15",164444536
"Switzerland","2021-05-16",168185513
"Switzerland","2021-05-17",172007015
"Switzerland","2021-05-18",175923446
"Switzerland","2021-05-19",179954964
"Switzerland","2021-05-20",184089292
"Switzerland","2021-05-21",188320370
"Switzerland","2021-05-22",192596832
"Switzerland","2021-05-23",196902382
"Switzerland","2021-05-24",201256515
"Switzerland","2021-05-25",205707555
"Switzerland","2021-05-26",210270374
"Switzerland","2021-05-27",214934665
"Switzerland","2021-05-28",219697736
"Switzerland","2021-05-29",224512794
"Switzerland","2021-05-30",229361105
"Switzerland","2021-05-31",234298668
"Switzerland","2021-06-01",239338697
"Switzerland","2021-06-02",244502489
"Switzerland","2021-06-03",249767979
"Switzerland","2021-06-04",255138636
"Switzerland","2021-06-05",260580531
"Switzerland","2021-06-06",266056933
"Switzerland","2021-06-07",271630279
"Switzerland","2021-06-08",277309754
"Switzerland","2021-06-09",283109539
"Switzerland","2021-06-10",289009353
"Switzerland","2021-06-11",295012510
"Switzerland","2021-06-12",301084191
"Switzerland","2021-06-13",307191493
"Switzerland","2021-06-14",313391605
"Switzerland","2021-06-15",319690199
"Switzerland","2021-06-16",326103129
"Switzerland","2021-06-17",332617144
"Switzerland","2021-06-18",339228455
"Switzerland","2021-06-19",345899965
"Switzerland","2021-06-20",352602120
"Syria","2021-04-08",2500
"Syria","2021-05-27",27281
"Syria","2021-06-06",98800
"Taiwan","2021-03-22",1578
"Taiwan","2021-03-23",4796
"Taiwan","2021-03-24",9965
"Taiwan","2021-03-25",17018
"Taiwan","2021-03-26",26250
"Taiwan","2021-03-27",35627
"Taiwan","2021-03-28",45039
"Taiwan","2021-03-29",55930
"Taiwan","2021-03-30",68578
"Taiwan","2021-03-31",82978
"Taiwan","2021-04-01",99428
"Taiwan","2021-04-02",116484
"Taiwan","2021-04-03",133562
"Taiwan","2021-04-04",150640
"Taiwan","2021-04-05",167885
"Taiwan","2021-04-06",186542
"Taiwan","2021-04-07",206617
"Taiwan","2021-04-08",228490
"Taiwan","2021-04-09",252940
"Taiwan","2021-04-10",277598
"Taiwan","2021-04-11",302299
"Taiwan","2021-04-12",328181
"Taiwan","2021-04-13",355294
"Taiwan","2021-04-14",383791
"Taiwan","2021-04-15",413830
"Taiwan","2021-04-16",446219
"Taiwan","2021-04-17",478669
"Taiwan","2021-04-20",512866
"Taiwan","2021-04-21",549597
"Taiwan","2021-04-22",588818
"Taiwan","2021-04-23",631341
"Taiwan","2021-04-24",674013
"Taiwan","2021-04-26",719400
"Taiwan","2021-04-27",767580
"Taiwan","2021-04-28",818413
"Taiwan","2021-04-29",872602
"Taiwan","2021-04-30",930486
"Taiwan","2021-05-02",988738
"Taiwan","2021-05-03",1051175
"Taiwan","2021-05-04",1119106
"Taiwan","2021-05-05",1193094
"Taiwan","2021-05-06",1273955
"Taiwan","2021-05-07",1364957
"Taiwan","2021-05-09",1457006
"Taiwan","2021-05-11",1569549
"Taiwan","2021-05-12",1699218
"Taiwan","2021-05-13",1851215
"Taiwan","2021-05-14",2037364
"Taiwan","2021-05-16",2232042
"Taiwan","2021-05-17",2452394
"Taiwan","2021-05-18",2697402
"Taiwan","2021-05-19",2961991
"Taiwan","2021-05-20",3243638
"Taiwan","2021-05-21",3543482
"Taiwan","2021-05-23",3846180
"Taiwan","2021-05-24",4157858
"Taiwan","2021-05-25",4477523
"Taiwan","2021-06-02",5039552
"Taiwan","2021-06-03",5663684
"Taiwan","2021-06-04",6342102
"Taiwan","2021-06-06",7041289
"Taiwan","2021-06-07",7766108
"Taiwan","2021-06-08",8509686
"Taiwan","2021-06-09",9269432
"Taiwan","2021-06-10",10051732
"Taiwan","2021-06-11",10850861
"Taiwan","2021-06-14",11705986
"Taiwan","2021-06-15",12715146
"Taiwan","2021-06-16",13893250
"Taiwan","2021-06-17",15215089
"Taiwan","2021-06-18",16644603
"Taiwan","2021-06-20",18186335
"Taiwan","2021-06-21",19802719
"Tajikistan","2021-05-09",70517
"Tajikistan","2021-05-16",142864
"Tajikistan","2021-05-23",217267
"Tajikistan","2021-05-30",309042
"Tajikistan","2021-06-06",406332
"Tajikistan","2021-06-13",509043
"Thailand","2021-03-01",319
"Thailand","2021-03-02",7581
"Thailand","2021-03-10",41202
"Thailand","2021-03-13",95044
"Thailand","2021-03-24",197094
"Thailand","2021-03-30",377571
"Thailand","2021-04-01",582213
"Thailand","2021-04-02",814095
"Thailand","2021-04-03",1058349
"Thailand","2021-04-04",1315833
"Thailand","2021-04-05",1610714
"Thailand","2021-04-06",1934703
"Thailand","2021-04-07",2326455
"Thailand","2021-04-08",2792829
"Thailand","2021-04-09",3330209
"Thailand","2021-04-10",3885605
"Thailand","2021-04-11",4455657
"Thailand","2021-04-12",5034189
"Thailand","2021-04-13",5613494
"Thailand","2021-04-15",6199526
"Thailand","2021-04-16",6804785
"Thailand","2021-04-17",7413306
"Thailand","2021-04-18",8031889
"Thailand","2021-04-19",8698099
"Thailand","2021-04-20",9410709
"Thailand","2021-04-21",10275549
"Thailand","2021-04-22",11240374
"Thailand","2021-04-23",12335819
"Thailand","2021-04-24",13459972
"Thailand","2021-04-25",14609638
"Thailand","2021-04-26",15836670
"Thailand","2021-04-27",17116383
"Thailand","2021-04-28",18461029
"Thailand","2021-04-29",19872643
"Thailand","2021-04-30",21349721
"Thailand","2021-05-01",22834286
"Thailand","2021-05-02",24321193
"Thailand","2021-05-03",25819810
"Thailand","2021-05-04",27392885
"Thailand","2021-05-05",28994718
"Thailand","2021-05-06",30646500
"Thailand","2021-05-07",32376988
"Thailand","2021-05-08",34120708
"Thailand","2021-05-09",35930602
"Thailand","2021-05-10",37829056
"Thailand","2021-05-11",39764621
"Thailand","2021-05-12",41804984
"Thailand","2021-05-13",43929716
"Thailand","2021-05-16",46194024
"Thailand","2021-05-17",48535019
"Thailand","2021-05-18",50980664
"Thailand","2021-05-19",53520780
"Thailand","2021-05-20",56169036
"Thailand","2021-05-21",58980585
"Thailand","2021-05-22",61845676
"Thailand","2021-05-23",64756340
"Thailand","2021-05-24",67780653
"Thailand","2021-05-25",70927880
"Thailand","2021-05-26",74136762
"Thailand","2021-05-27",77483812
"Thailand","2021-05-28",80987937
"Thailand","2021-05-29",84536267
"Thailand","2021-05-30",88146149
"Thailand","2021-05-31",91811008
"Thailand","2021-06-01",95564726
"Thailand","2021-06-03",99526315
"Thailand","2021-06-04",103669259
"Thailand","2021-06-05",107859762
"Thailand","2021-06-06",112077856
"Thailand","2021-06-07",116712797
"Thailand","2021-06-08",121819866
"Thailand","2021-06-09",127263609
"Thailand","2021-06-10",132930667
"Thailand","2021-06-11",138905737
"Thailand","2021-06-12",144986979
"Thailand","2021-06-13",151175103
"Thailand","2021-06-14",157686287
"Thailand","2021-06-15",164467103
"Thailand","2021-06-16",171470886
"Thailand","2021-06-17",178690554
"Thailand","2021-06-18",186173637
"Thailand","2021-06-19",193760815
"Timor-Leste","2021-04-14",2629
"Timor-Leste","2021-05-03",33228
"Timor-Leste","2021-05-17",81136
"Timor-Leste","2021-05-25",144889
"Timor-Leste","2021-06-01",226695
"Timor-Leste","2021-06-08",319864
"Timor-Leste","2021-06-15",430395
"Togo","2021-03-24",42092
"Togo","2021-04-08",124845
"Togo","2021-04-13",224845
"Togo","2021-04-17",384845
"Togo","2021-05-31",696783
"Togo","2021-06-08",1015449
"Togo","2021-06-10",1362695
"Tonga","2021-04-20",2287
"Tonga","2021-04-27",9003
"Tonga","2021-05-04",21255
"Tonga","2021-05-11",39287
"Tonga","2021-05-18",62999
"Tonga","2021-05-25",88969
"Tonga","2021-06-01",118949
"Trinidad and Tobago","2021-02-22",440
"Trinidad and Tobago","2021-02-27",1431
"Trinidad and Tobago","2021-04-08",6208
"Trinidad and Tobago","2021-04-15",19295
"Trinidad and Tobago","2021-04-16",34720
"Trinidad and Tobago","2021-04-17",51134
"Trinidad and Tobago","2021-04-18",67596
"Trinidad and Tobago","2021-04-19",85291
"Trinidad and Tobago","2021-04-20",104766
"Trinidad and Tobago","2021-04-21",125997
"Trinidad and Tobago","2021-04-22",150083
"Trinidad and Tobago","2021-04-23",177780
"Trinidad and Tobago","2021-04-24",208588
"Trinidad and Tobago","2021-04-25",242941
"Trinidad and Tobago","2021-04-26",284490
"Trinidad and Tobago","2021-04-27",326159
"Trinidad and Tobago","2021-04-28",368241
"Trinidad and Tobago","2021-04-29",410395
"Trinidad and Tobago","2021-04-30",452850
"Trinidad and Tobago","2021-05-01",495305
"Trinidad and Tobago","2021-05-02",537760
"Trinidad and Tobago","2021-05-03",582570
"Trinidad and Tobago","2021-05-04",634049
"Trinidad and Tobago","2021-05-05",689596
"Trinidad and Tobago","2021-05-06",747820
"Trinidad and Tobago","2021-05-07",807406
"Trinidad and Tobago","2021-05-08",868138
"Trinidad and Tobago","2021-05-09",929258
"Trinidad and Tobago","2021-05-10",990603
"Trinidad and Tobago","2021-05-11",1052269
"Trinidad and Tobago","2021-05-12",1114033
"Trinidad and Tobago","2021-05-13",1175857
